,DT9_11,DT9_415,DT1_11,DT1_415,DT8_11,DT8_415,DT7_11,DT7_415,DT5_11,DT5_415,DT6_11,DT6_415,DT2_11,DT2_415,DT3_11,DT3_415,DT4_11,DT4_415,SS1_11
0,0.9968205274430161,0.9949011182347178,0.9992645702775315,0.9978527435010107,0.9969441954438605,0.9949851241565068,0.9977575146048432,0.9965088900173925,0.9989167575081721,0.9980337856156389,0.9990831026888548,0.9976247814165251,0.9990995301278714,0.9976669344131873,0.9990587016089366,0.9982831012294469,0.9989593357880736,0.9978802976491097,0.9997104560164976
1,0.9967078354207956,0.9946693829909813,0.9992732326747438,0.9979678504458295,0.9968379823909836,0.994758884889815,0.9977299557193893,0.9964486551263643,0.9989357901402591,0.9980945831857174,0.999085220039965,0.9975841441988709,0.9991155822014566,0.9978176708352261,0.9990747413702838,0.998298839658806,0.9989765989830477,0.9978748518282883,0.999712947182302
2,0.9967057825447188,0.9946658402882912,0.9992727455374014,0.9979663215262028,0.9968360105802005,0.9947555043480736,0.9977280964584433,0.9964454645179002,0.9989350674891546,0.9980934322764615,0.9990845697355141,0.997581425440668,0.9991149783823935,0.9978157617775923,0.9990741364955178,0.9982982084783683,0.9989758944734246,0.9978729907830494,0.9997128068184363
3,0.9967731367276227,0.9948030772104034,0.9992717086487269,0.9979538297656153,0.996899561529089,0.9948887370171791,0.9977199843447145,0.9964281533829581,0.9989314407084298,0.9980850971073766,0.9990848118246418,0.9975591910209091,0.9991126583658771,0.9977990878875274,0.999071804932346,0.9982955902121884,0.99897246716697,0.9978568449068765,0.9997125100259275
4,0.9967768768593016,0.9948094459548785,0.9992726653862775,0.9979568701285566,0.9969031586196602,0.9948948050319597,0.997723652862844,0.9964344626210176,0.9989328684850107,0.9980873814109702,0.9990860824084385,0.9975645976801082,0.999113848473096,0.9978028885848534,0.9990729971507212,0.9982968350315953,0.9989738586602097,0.9978605495660076,0.9997127856950658
5,0.9965195075965905,0.9945621122242285,0.9990287120668285,0.9969037080691813,0.996645238026983,0.9946463075835705,0.9970626157158379,0.995339248683923,0.9984941486825378,0.9969796992107872,0.9988191790358193,0.9970388534861336,0.9987732018783171,0.9966736343691677,0.9986881939575103,0.9968170324180294,0.9985634706347292,0.9970212328495769,0.9996424725282933
6,0.9950997251375664,0.992927600151305,0.997961076150359,0.9925323932968959,0.9952371174976928,0.9929908434150396,0.9940242597624448,0.9902746441860436,0.9966287939390851,0.9925583120582201,0.997617163135791,0.994086040854132,0.9973040180208477,0.9917578400154139,0.9970506660361131,0.990993581148206,0.9968061893760287,0.9932779646628602,0.9993332890997288
7,0.9938008121250951,0.9904472237077718,0.997830755176042,0.9922611768613205,0.9940024331671464,0.9905528328168122,0.9938051497529601,0.9899861983699284,0.9964193001635063,0.9920099095873292,0.9974607786903747,0.9944121054009286,0.9971267614934503,0.9912849827031205,0.9968271408182732,0.9896164757276086,0.9966110042038898,0.9931385153179303,0.9992953920778799
8,0.9912105821312629,0.9860071536412032,0.997239020209165,0.9896396358706318,0.9915125462314799,0.986090659707535,0.991275074081619,0.9855124622124437,0.9954960621796813,0.9899430039800412,0.9966873833713018,0.9920579354737018,0.9963973325321909,0.9897393058136779,0.9960497759426656,0.9876423713822375,0.9957360134174386,0.9911080079987953,0.9991232172271052
9,0.989667442746117,0.982809924969532,0.9974550103525033,0.9910695425550528,0.990058929270256,0.9830010938860828,0.9905700729517286,0.9839907878820916,0.9960496554806387,0.9920335146361128,0.996719185138019,0.9890454403569288,0.9968418968814832,0.9928095520316158,0.9966436354395422,0.991958135112607,0.996224752830571,0.9907576231163436,0.9991861388583537
