,DT9_11,DT9_415,DT1_11,DT1_415,DT8_11,DT8_415,DT7_11,DT7_415,DT5_11,DT5_415,DT6_11,DT6_415,DT2_11,DT2_415,DT3_11,DT3_415,DT4_11,DT4_415,SS1_33,SS1_11
0,0.00010712375050521632,-0.0013313180736422455,0.0004247569599410394,-0.00044759848091911763,0.00012362232485898437,-0.0013416958088528495,0.00029929965585600763,-0.0002308983049337106,0.0003722018769913327,-0.0002350462862320218,0.00040065366187672216,0.0001735047353831496,0.0003998849777713435,-0.00019945398433807298,0.0003891069028235611,-0.00043312653833445756,0.00038055986169723607,5.176569310577098e-05,0.0006070107830843759,0.000489646293357612
1,0.00027247632163453163,-0.001747153164532845,0.0007344141179368741,-0.0006267197044329827,0.00029564097569646666,-0.0017241269358679381,0.0004336267520163966,-0.0008642338755974362,0.0006406798980193503,-0.00016606561901595765,0.0006817291280973814,-0.0008237789335697074,0.0006899854121389999,-0.0005229605584028728,0.0006790788280709687,-0.00015295826510048008,0.0006517837054926339,-0.00039183040436615966,0.0010821801810834007,0.000858232140699207
2,0.0002729060198055397,-0.0017485015479580723,0.0007352705450549744,-0.0006274198963642723,0.00029609106802657803,-0.0017253583431700381,0.0004340426208787199,-0.0008657364836231153,0.0006414220387698699,-0.0001659588201565614,0.0006825117379365421,-0.0008260960094502898,0.0006907851758246829,-0.0005241149571644264,0.0006798781824919373,-0.00015219013250121363,0.0006525345909016483,-0.00039281167312102275,0.0010834943444022358,0.000859251539416114
3,0.0002831330527073879,-0.0016928351648918879,0.0007364232718988644,-0.0006465032171625038,0.00030579692274472215,-0.0016698119944804132,0.00043109316150155894,-0.000889287975673617,0.0006410890426864525,-0.0001745512608245467,0.000683500616120134,-0.0008651044510161892,0.0006912012779975626,-0.0005491029668056292,0.0006802889642235329,-0.00015218523445170026,0.0006523152753786639,-0.000415548997578073,0.0010883625564808218,0.0008617271211446937
4,0.00028402022744755917,-0.001695086138643466,0.0007380746099653438,-0.0006479651171948133,0.00030672009127717274,-0.0016718390204002716,0.0004318734293708248,-0.0008923182094171405,0.0006425118079991758,-0.00017439917929406435,0.0006850093092795112,-0.0008697807340419168,0.000692739289193009,-0.0005514732805046564,0.0006818261568895509,-0.0001507104854290866,0.0006537555300083767,-0.00041757305187657467,0.0010909153526050248,0.0008636994127662744
5,0.0005131083043311719,-0.0015044891791476946,0.0013020152840567058,-0.0010682202325927633,0.0005362496518214534,-0.005402409521706734,0.0008650382621807213,-0.001001041513316462,0.0011294587330492251,-0.0004966128193327723,0.0012217628722097067,-0.0006728516044593332,0.0012184613779645886,-0.0009886018560026145,0.0011903025072152508,-0.0009578700845996168,0.0011518395025411773,-0.00044902405801833863,0.001898498312369088,0.0015143860614370444
6,0.0005990279901360037,-0.0016488295467276329,0.004021447008935133,-0.0002169945215175086,0.0006248103638726687,-0.03720375027488357,0.00319038939666895,0.00013117816635600728,0.0037041298142329216,0.0006573401469698013,0.0037751960847104147,0.0007714764857333346,0.003866011502185217,-0.00024581327432117114,0.003809834547748216,-0.0004757703292171557,0.0037460649290398866,0.000983054045061597,0.005399213040468945,0.00451198442454761
7,0.0005613983083693795,-0.0033738863823426857,0.0041907096050163035,0.00012771090617817873,0.0006065350570254724,-0.03722202558173077,0.003405112736593552,0.0005522959751335663,0.0038470674963237287,0.0003972323470902801,0.003950464527057501,0.002302612649107067,0.004015152820217687,-0.00040488732452163454,0.003929489988017955,-0.002605521657398474,0.003894550010329418,0.001502798751577967,0.005622653393282812,0.004700536374672261
8,0.000675893960409191,-0.009387429392106402,0.005132040822954766,-0.0010128985792954084,0.0007913178070954415,-0.03703724283166086,0.003789249919913064,-0.0016975371891650365,0.004671852561750531,4.440016904395852e-05,0.004838118257429063,0.004587148058246252,0.004906649714473713,-0.00041435195187224463,0.004801346850928945,-0.003231955596464342,0.004735543452341686,0.0010751954520263705,0.006952473879593299,0.005780184634357096
9,0.001127565504323519,-0.015447821240505798,0.006528924281270484,-0.0014364945083064449,0.0013176811183589403,-0.03651087952039743,0.004165979662702579,-0.006010801052908908,0.00589506764647146,0.0003480161790467563,0.006111399242184291,0.00314245781275986,0.006240047065867421,0.0003949532181100424,0.006122472046212167,-0.0028470437043953602,0.005971415627635368,-0.0014931182882951856,0.008978951285753331,0.007401227624111535
10,-0.0007964285888668571,-0.025254010276681768,0.005585792121057871,0.0015907286502012425,-0.0005159061351840833,-0.03834446677394052,0.0035608790202814604,-0.004918821504790188,0.005318077266792685,0.0033466335600561984,0.00518188038511481,0.006491407156475897,0.00549038920217386,0.004591380759009705,0.005474222089752191,0.004240871928015037,0.0053452116368037685,0.0002847520786336823,0.0071755873740913904,0.006151820051001729
11,-0.0009473364875840005,-0.029435552407433216,0.005976321134006058,0.0019812576631494183,-0.000620583649429839,-0.03844914428818633,0.003679196251398231,-0.006052365955870554,0.005691127338013594,0.003719683631277099,0.005539506715582941,0.007507195799475595,0.005875091901212953,0.004976083458048792,0.005858924788791285,0.004625574627054115,0.005718261708024678,9.338883027221812e-05,0.00768034877721936,0.006583020164975426
12,-0.0007303902308133494,-0.02762638732457683,0.006008698910654274,0.002910960520901231,-0.0004218997514481602,-0.03825046039020461,0.0034201576613819723,-0.0077504880274321735,0.005705662669031417,0.004088459288442778,0.005555567025674889,0.006513223914572227,0.005899896976177234,0.005000888533013076,0.005883729863755565,0.004650379702018401,0.005727921379621084,-0.0009847832102443954,0.007764891744375744,0.006633970745097625
13,0.002421608223635084,-0.024187301412258236,0.004180488213525091,-0.0056346934084909915,0.0027268058803847244,0.026912151170443724,0.001084958189937655,-0.01379500024704803,0.0033021177489703504,-0.004005997751332321,0.00392944932069175,0.0021192306710278823,0.003770215530195386,-0.004720446679881542,0.003595426368038939,-0.009738818844886608,0.0034027044963328744,-0.007090153813051208,0.00666292549049224,0.005064330853271327
14,-0.0010579062681702455,-0.025832544862763453,0.005331015390854056,0.0021069545382272287,-0.0007737472496552733,-0.0386023078884117,0.003365914025129416,-0.00497510626208956,0.005105901894611679,0.0034388297302449435,0.0049604049189656005,0.009370053702202275,0.005248416497916821,0.004349408054752665,0.005232249385495154,0.003998899223757997,0.005128846984440283,0.0010043820744970475,0.006760403772131839,0.005839932337861326
