,L1,L2,L3,L4,L5,L6,L7,L8,L9
0,0.2033228981824974,0.10302058414240237,0.013841335554423347,0.04407644107049495,0.020069075289090084,0.0782736874988486,0.023837103168427066,0.02724854266268311,0.02223202456914844
1,0.19963480433965744,0.09835683560433833,0.013845482283618288,0.0436947685182706,0.01923170854356738,0.08060660802510694,0.02435690271149219,0.028381048861122166,0.023361477887380383
2,0.1997899826280306,0.09843045007066678,0.01384580683820984,0.04372652301902658,0.01924028450777528,0.08067479752186431,0.024378058725147006,0.028395195162674074,0.02337559177081725
3,0.2005850730115469,0.09924032459235818,0.013849403991121837,0.04407587913571862,0.01933464741922411,0.0805136233254395,0.024524344811321187,0.02773046843142825,0.0227126624892242
4,0.20027841412061242,0.09909309287762376,0.013848754772572856,0.04401236910538728,0.0193174952957166,0.08038094307314957,0.024482382350952913,0.027705508099147663,0.022687756047809794
5,0.2825215113887108,0.16007708834891013,0.027769488510633124,0.0659974745066429,0.03271347903529262,0.09127667670928356,0.031375312446017725,0.027600258430130906,0.022585427100397622
6,0.6391406739963733,0.41249970073293407,0.08060369990094829,0.15651995396926308,0.08361567998248907,0.15303881464146124,0.06342484904694662,0.029595246575092868,0.024586735693214318
7,0.6748295600055972,0.4418947535311841,0.09508179586767733,0.16212151419983067,0.0903355470285945,0.1574676180843257,0.0645104788417539,0.040575614238790116,0.03573899297567461
8,0.8540395546876944,0.5280042241881281,0.10999811329246828,0.20766565586510782,0.11293336898132424,0.22452206201034824,0.09509620397993689,0.05207801366825309,0.05306224436020687
9,0.7646157520196329,0.38472006104146567,0.06329497417099927,0.19389498689301649,0.08248633596427896,0.2939079815348777,0.10794077004914376,0.06070029215018736,0.06847989473235945
10,0.5040841917386008,0.18600213889835188,0.018160028688002223,0.12222050390443098,0.041314575875189094,0.26487421044702836,0.0849431401701172,0.07351636051883817,0.08602746315709324
11,0.5126160073266754,0.18526346817077763,0.01815644425870918,0.12190137142051953,0.04122837720686041,0.27425791571404784,0.08615939223858772,0.0817296193788977,0.09720934068394856
12,0.5861832900422023,0.24299713127832592,0.030179353637234316,0.13897321606655683,0.04722380110922885,0.28898561066877937,0.09424698853596468,0.07943659127556593,0.09640367410589529
13,0.7739818426022498,0.3730333678533211,0.05860467680106067,0.19057392359884773,0.07929968451570965,0.31663301116573594,0.11022770499377015,0.07894038829639945,0.09591788050698684
14,0.46596777144884544,0.1848044316747088,0.018149259741281818,0.10370512734893188,0.03963285233243036,0.23072392288188578,0.07279106763446025,0.07517952556622498,0.09024223456439873
15,0.5099525744375305,0.1904725685501515,0.01815284369527474,0.11973367240371757,0.03492999275987837,0.27653142250246165,0.08833251957260299,0.0760091861911935,0.08837871959293778
16,0.4878641677122561,0.1769219217666244,0.01815475564994855,0.11389760183337785,0.033415427997846504,0.27048378682524943,0.08479188526406409,0.07985178783593594,0.08794200431363308
17,0.8276648299567315,0.42048765640502217,0.07310347964131221,0.20148456564433953,0.08587451779106088,0.325831705876416,0.1135414509434266,0.08851785555349322,0.09001354975182863
18,0.8848219581968587,0.4825407169704442,0.09148071966501697,0.2115061740689032,0.09447531357620693,0.3217544373923098,0.1149057289443235,0.0917288260573319,0.08684794403357936
19,0.7830896530836906,0.45324191387502905,0.09148757779159372,0.1817829368716302,0.09391241470156636,0.2505977749186481,0.09172666814916938,0.08544283295335076,0.08008387437093506
20,1.2189605532946257,0.7856976582133309,0.17035198320914013,0.2961893783505648,0.16292007899940006,0.29896697556984897,0.1275065706668874,0.07524455570762134,0.06999315702631734
21,1.2819465980314686,0.8464536348990654,0.18484240366058832,0.31693889420615906,0.17542075500435342,0.29117367147828876,0.12261135783182675,0.06820295062961335,0.06301094796762681
22,0.9458520096261357,0.6136690853436936,0.1235460454112811,0.23908948944386588,0.12469023094484945,0.22633407795592828,0.0967834004881224,0.035729615659469326,0.030711669368674414
23,0.5081499207020962,0.3041521908255773,0.057398334157373256,0.12799032802236956,0.06101326159024886,0.15088732397816954,0.057917194573731415,0.03008193830230388,0.025068104703450746
