,G1,Solar_DT1
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.00021
8,0.0,0.00609
9,0.0,0.01296
10,0.0,0.01782
11,0.0,0.02088
12,0.0,0.02235
13,0.0,0.02235
14,0.0,0.0204
15,0.0,0.0176999999999999
16,0.0,0.01344
17,0.0,0.0069
18,0.0,0.0005399999999999
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
